user_id,item_id,correct
31,2,1
31,3,1
31,4,1
31,5,1
31,6,1
31,7,1
31,8,1
31,9,1
31,10,1
31,11,1
31,12,1
31,13,1
31,14,1
31,15,1
31,16,1
31,17,1
31,18,1
31,19,1
32,0,1
32,1,1
32,2,1
32,3,1
32,4,1
32,5,1
32,6,1
32,7,1
32,8,0
32,9,1
32,10,1
32,11,1
32,12,1
32,13,0
32,14,1
32,15,1
32,16,1
32,17,1
32,18,1
32,19,1
33,0,0
33,1,0
33,2,0
33,3,1
33,4,0
33,5,1
33,6,1
33,7,1
33,8,1
33,9,1
33,10,0
33,11,1
33,12,0
33,13,1
33,14,1
33,15,1
33,16,1
33,17,1
33,18,1
33,19,1
34,0,1
34,1,1
34,2,1
34,3,1
34,4,1
34,5,1
34,6,0
34,7,1
34,8,0
34,9,1
34,10,1
34,11,1
34,12,1
34,13,1
34,14,1
34,15,1
34,16,0
34,17,1
34,18,1
34,19,1
35,0,1
35,1,1
35,2,1
35,3,0
35,4,1
35,5,1
35,6,0
35,7,0
35,8,1
35,9,1
35,10,0
35,11,0
35,12,1
35,13,1
35,14,1
35,15,1
35,16,0
35,17,1
35,18,0
35,19,0
36,0,0
36,1,0
36,2,0
36,3,1
36,4,0
36,5,0
36,6,0
36,7,1
36,8,0
36,9,0
36,10,0
36,11,1
36,12,0
36,13,1
36,14,1
36,15,1
36,16,1
36,17,0
36,18,0
36,19,1
37,0,1
37,1,1
37,2,1
37,3,1
37,4,1
37,5,1
37,6,1
37,7,1
37,8,0
37,9,0
37,10,0
37,11,0
37,12,0
37,13,1
37,14,1
37,15,1
37,16,0
37,17,0
37,18,0
37,19,0
38,0,1
38,1,1
38,2,1
38,3,1
38,4,1
38,5,1
38,6,1
38,7,1
38,8,1
38,9,1
38,10,1
38,11,1
38,12,1
38,13,1
38,14,1
38,15,1
38,16,0
38,17,0
38,18,1
38,19,1
39,0,0
39,1,0
39,2,0
39,3,0
39,4,1
39,5,0
39,6,0
39,7,0
39,8,1
39,9,0
39,10,0
39,11,1
39,12,0
39,13,1
39,14,0
39,15,1
39,16,0
39,17,0
39,18,0
39,19,0
40,0,0
40,1,0
40,2,0
40,3,0
40,4,0
40,5,0
40,6,0
40,7,0
40,8,1
40,9,0
40,10,0
40,11,0
40,12,0
40,13,0
40,14,0
40,15,0
40,16,0
40,17,0
40,18,0
40,19,0
41,0,1
41,1,1
41,2,1
41,3,1
41,4,1
41,5,1
41,6,1
41,7,1
41,8,1
41,9,1
41,10,1
41,11,1
41,12,1
41,13,1
41,14,1
41,15,1
41,16,1
41,17,1
41,18,1
41,19,1
42,0,1
42,1,1
42,2,1
42,3,1
42,4,1
42,5,1
42,6,1
42,7,1
42,8,1
42,9,1
42,10,1
42,11,1
42,12,1
42,13,1
42,14,1
42,15,1
42,16,1
42,17,1
42,18,0
42,19,1
43,0,0
43,1,0
43,2,0
43,3,0
43,4,0
43,5,1
43,6,0
43,7,0
43,8,0
43,9,0
43,10,0
43,11,1
43,12,0
43,13,0
43,14,0
43,15,0
43,16,0
43,17,0
43,18,0
43,19,0
44,0,1
44,1,1
44,2,1
44,3,1
44,4,0
44,5,1
44,6,1
44,7,1
44,8,1
44,9,1
44,10,1
44,11,1
44,12,0
44,13,1
44,14,1
44,15,0
44,16,1
44,17,1
44,18,1
44,19,1
45,0,1
45,1,1
45,2,0
45,3,1
45,4,0
45,5,1
45,6,0
45,7,1
45,8,1
45,9,1
45,10,1
45,11,1
45,12,0
45,13,1
45,14,1
45,15,0
45,16,1
45,17,0
45,18,1
45,19,1
46,0,0
46,1,0
46,2,0
46,3,0
46,4,0
46,5,1
46,6,0
46,7,0
46,8,1
46,9,0
46,10,0
46,11,1
46,12,0
46,13,1
46,14,0
46,15,0
46,16,0
46,17,0
46,18,0
46,19,0
47,0,0
47,1,0
47,2,0
47,3,0
47,4,0
47,5,1
47,6,0
47,7,0
47,8,0
47,9,0
47,10,1
47,11,1
47,12,0
47,13,1
47,14,0
47,15,0
47,16,1
47,17,1
47,18,0
47,19,0
48,0,0
48,1,0
48,2,0
48,3,0
48,4,1
48,5,0
48,6,0
48,7,0
48,8,1
48,9,0
48,10,0
48,11,0
48,12,0
48,13,0
48,14,0
48,15,0
48,16,0
48,17,0
48,18,0
48,19,0
49,0,0
49,1,0
49,2,0
49,3,1
49,4,0
49,5,1
49,6,1
49,7,1
49,8,1
49,9,0
49,10,1
49,11,1
49,12,1
49,13,1
49,14,1
49,15,0
49,16,1
49,17,1
49,18,1
49,19,1
50,0,0
50,1,0
50,2,0
50,3,0
50,4,1
50,5,0
50,6,0
50,7,0
50,8,0
50,9,0
50,10,0
50,11,0
50,12,0
50,13,0
50,14,0
50,15,0
50,16,0
50,17,0
50,18,0
50,19,0
51,0,1
51,1,1
51,2,1
51,3,0
51,4,0
51,5,1
51,6,0
51,7,0
51,8,1
51,9,0
51,10,0
51,11,0
51,12,0
51,13,1
51,14,0
51,15,0
51,16,0
51,17,0
51,18,0
51,19,0
52,0,0
52,1,1
52,2,0
52,3,0
52,4,0
52,5,1
52,6,0
52,7,1
52,8,0
52,9,0
52,10,0
52,11,1
52,12,0
52,13,0
52,14,1
52,15,0
52,16,0
52,17,0
52,18,0
52,19,0
53,0,0
53,1,1
53,2,1
53,3,1
53,4,1
53,5,1
53,6,1
53,7,1
53,8,1
53,9,1
53,10,1
53,11,1
53,12,0
53,13,1
53,14,1
53,15,1
53,16,1
53,17,1
53,18,1
53,19,1
54,0,0
54,1,0
54,2,0
54,3,1
54,4,0
54,5,1
54,6,0
54,7,1
54,8,1
54,9,0
54,10,1
54,11,1
54,12,0
54,13,1
54,14,0
54,15,1
54,16,1
54,17,0
54,18,0
54,19,1
55,0,1
55,1,1
55,2,1
55,3,1
55,4,1
55,5,1
55,6,1
55,7,1
55,8,1
55,9,1
55,10,1
55,11,1
55,12,1
55,13,1
55,14,1
55,15,1
55,16,1
55,17,1
55,18,1
55,19,1
56,0,1
56,1,1
56,2,1
56,3,1
56,4,1
56,5,1
56,6,1
56,7,1
56,8,1
56,9,1
56,10,1
56,11,1
56,12,0
56,13,1
56,14,1
56,15,1
56,16,1
56,17,1
56,18,1
56,19,1
57,0,0
57,1,0
57,2,0
57,3,0
57,4,0
57,5,0
57,6,0
57,7,0
57,8,1
57,9,0
57,10,0
57,11,0
57,12,0
57,13,0
57,14,0
57,15,0
57,16,0
57,17,0
57,18,0
57,19,0
58,0,0
58,1,0
58,2,0
58,3,0
58,4,1
58,5,1
58,6,0
58,7,0
58,8,1
58,9,0
58,10,0
58,11,1
58,12,0
58,13,0
58,14,0
58,15,1
58,16,0
58,17,0
58,18,0
58,19,0
59,0,1
59,1,1
59,2,1
59,3,0
59,4,0
59,5,1
59,6,0
59,7,0
59,8,0
59,9,1
59,10,1
59,11,1
59,12,0
59,13,1
59,14,1
59,15,1
59,16,1
59,17,1
59,18,1
59,19,1
60,0,0
60,1,0
60,2,0
60,3,0
60,4,0
60,5,1
60,6,0
60,7,1
60,8,0
60,9,0
60,10,0
60,11,0
60,12,0
60,13,0
60,14,0
60,15,1
60,16,0
60,17,0
60,18,0
60,19,0
61,0,0
61,1,0
61,2,0
61,3,0
61,4,1
61,5,0
61,6,0
61,7,0
61,8,0
61,9,0
61,10,0
61,11,0
61,12,0
61,13,0
61,14,0
61,15,0
61,16,0
61,17,0
61,18,0
61,19,0
62,0,1
62,1,1
62,2,1
62,3,0
62,4,1
62,5,1
62,6,1
62,7,1
62,8,1
62,9,0
62,10,1
62,11,1
62,12,1
62,13,1
62,14,0
62,15,1
62,16,0
62,17,1
62,18,0
62,19,0
63,0,1
63,1,1
63,2,1
63,3,1
63,4,1
63,5,1
63,6,1
63,7,1
63,8,1
63,9,1
63,10,1
63,11,1
63,12,0
63,13,1
63,14,1
63,15,1
63,16,1
63,17,1
63,18,0
63,19,0
64,0,1
64,1,1
64,2,1
64,3,1
64,4,1
64,5,1
64,6,0
64,7,1
64,8,1
64,9,0
64,10,0
64,11,1
64,12,1
64,13,1
64,14,1
64,15,1
64,16,0
64,17,0
64,18,0
64,19,0
65,0,0
65,1,0
65,2,0
65,3,1
65,4,0
65,5,0
65,6,0
65,7,1
65,8,0
65,9,1
65,10,1
65,11,1
65,12,0
65,13,1
65,14,0
65,15,1
65,16,0
65,17,1
65,18,0
65,19,1
66,0,1
66,1,1
66,2,1
66,3,0
66,4,1
66,5,1
66,6,1
66,7,0
66,8,1
66,9,0
66,10,0
66,11,1
66,12,0
66,13,1
66,14,1
66,15,1
66,16,0
66,17,1
66,18,1
66,19,0
67,0,0
67,1,0
67,2,0
67,3,0
67,4,0
67,5,0
67,6,0
67,7,0
67,8,1
67,9,0
67,10,0
67,11,0
67,12,0
67,13,0
67,14,0
67,15,0
67,16,0
67,17,0
67,18,0
67,19,0
68,0,0
68,1,0
68,2,0
68,3,0
68,4,0
68,5,0
68,6,0
68,7,0
68,8,0
68,9,0
68,10,0
68,11,0
68,12,0
68,13,0
68,14,0
68,15,0
68,16,0
68,17,0
68,18,0
68,19,0
69,0,0
69,1,0
69,2,0
69,3,0
69,4,0
69,5,0
69,6,1
69,7,1
69,8,0
69,9,0
69,10,0
69,11,1
69,12,0
69,13,1
69,14,1
69,15,0
69,16,0
69,17,1
69,18,0
69,19,0
70,0,0
70,1,0
70,2,0
70,3,0
70,4,1
70,5,1
70,6,0
70,7,0
70,8,1
70,9,0
70,10,0
70,11,0
70,12,0
70,13,1
70,14,0
70,15,1
70,16,0
70,17,0
70,18,0
70,19,0
71,0,0
71,1,0
71,2,0
71,3,0
71,4,1
71,5,1
71,6,0
71,7,1
71,8,1
71,9,0
71,10,0
71,11,0
71,12,0
71,13,1
71,14,0
71,15,0
71,16,0
71,17,0
71,18,0
71,19,0
72,0,0
72,1,0
72,2,0
72,3,0
72,4,0
72,5,0
72,6,0
72,7,1
72,8,0
72,9,0
72,10,0
72,11,0
72,12,0
72,13,0
72,14,0
72,15,0
72,16,0
72,17,0
72,18,0
72,19,0
73,0,1
73,1,1
73,2,1
73,3,0
73,4,1
73,5,1
73,6,0
73,7,0
73,8,1
73,9,1
73,10,1
73,11,1
73,12,1
73,13,1
73,14,1
73,15,1
73,16,1
73,17,1
73,18,0
73,19,0
74,0,0
74,1,0
74,2,0
74,3,0
74,4,0
74,5,1
74,6,0
74,7,1
74,8,0
74,9,0
74,10,0
74,11,1
74,12,0
74,13,0
74,14,0
74,15,1
74,16,0
74,17,0
74,18,0
74,19,0
75,0,0
75,1,0
75,2,0
75,3,0
75,4,0
75,5,0
75,6,0
75,7,0
75,8,0
75,9,0
75,10,0
75,11,0
75,12,0
75,13,0
75,14,0
75,15,0
75,16,0
75,17,0
75,18,0
75,19,0
76,0,0
76,1,1
76,2,0
76,3,0
76,4,1
76,5,1
76,6,0
76,7,1
76,8,1
76,9,0
76,10,0
76,11,0
76,12,0
76,13,1
76,14,0
76,15,1
76,16,0
76,17,0
76,18,0
76,19,0
77,0,1
77,1,1
77,2,1
77,3,0
77,4,0
77,5,1
77,6,0
77,7,1
77,8,0
77,9,1
77,10,1
77,11,1
77,12,1
77,13,1
77,14,0
77,15,1
77,16,1
77,17,1
77,18,0
77,19,1
78,0,1
78,1,1
78,2,1
78,3,1
78,4,1
78,5,1
78,6,1
78,7,1
78,8,1
78,9,1
78,10,1
78,11,1
78,12,1
78,13,1
78,14,1
78,15,1
78,16,1
78,17,1
78,18,1
78,19,1
79,0,0
79,1,0
79,2,0
79,3,1
79,4,1
79,5,1
79,6,1
79,7,1
79,8,1
79,9,1
79,10,1
79,11,1
79,12,0
79,13,1
79,14,0
79,15,0
79,16,1
79,17,1
79,18,1
79,19,1
80,0,0
80,1,0
80,2,0
80,3,1
80,4,0
80,5,0
80,6,0
80,7,1
80,8,0
80,9,0
80,10,0
80,11,1
80,12,0
80,13,1
80,14,0
80,15,0
80,16,0
80,17,0
80,18,0
80,19,0
81,0,1
81,1,1
81,2,1
81,3,1
81,4,0
81,5,1
81,6,1
81,7,1
81,8,1
81,9,0
81,10,1
81,11,0
81,12,0
81,13,1
81,14,1
81,15,1
81,16,1
81,17,1
81,18,1
81,19,1
82,0,0
82,1,0
82,2,0
82,3,0
82,4,0
82,5,0
82,6,0
82,7,0
82,8,1
82,9,0
82,10,0
82,11,0
82,12,0
82,13,0
82,14,0
82,15,0
82,16,0
82,17,0
82,18,0
82,19,0
83,0,1
83,1,1
83,2,1
83,3,0
83,4,0
83,5,1
83,6,0
83,7,0
83,8,0
83,9,0
83,10,0
83,11,1
83,12,0
83,13,1
83,14,0
83,15,0
83,16,0
83,17,0
83,18,0
83,19,0
84,0,1
84,1,1
84,2,1
84,3,0
84,4,1
84,5,1
84,6,0
84,7,1
84,8,1
84,9,0
84,10,0
84,11,1
84,12,0
84,13,0
84,14,1
84,15,0
84,16,0
84,17,1
84,18,0
84,19,0
85,0,1
85,1,1
85,2,0
85,3,1
85,4,0
85,5,1
85,6,1
85,7,1
85,8,0
85,9,0
85,10,1
85,11,1
85,12,0
85,13,1
85,14,1
85,15,0
85,16,1
85,17,1
85,18,0
85,19,1
86,0,1
86,1,1
86,2,0
86,3,1
86,4,1
86,5,1
86,6,0
86,7,1
86,8,1
86,9,1
86,10,1
86,11,1
86,12,1
86,13,0
86,14,0
86,15,1
86,16,1
86,17,1
86,18,0
86,19,1
87,0,1
87,1,0
87,2,1
87,3,1
87,4,1
87,5,1
87,6,1
87,7,1
87,8,1
87,9,1
87,10,1
87,11,1
87,12,1
87,13,0
87,14,1
87,15,1
87,16,1
87,17,1
87,18,1
87,19,1
88,0,1
88,1,1
88,2,1
88,3,1
88,4,1
88,5,1
88,6,1
88,7,1
88,8,1
88,9,1
88,10,1
88,11,1
88,12,1
88,13,1
88,14,1
88,15,1
88,16,1
88,17,1
88,18,1
88,19,1
89,0,1
89,1,1
89,2,1
89,3,1
89,4,1
89,5,1
89,6,1
89,7,1
89,8,0
89,9,1
89,10,1
89,11,1
89,12,1
89,13,1
89,14,0
89,15,1
89,16,1
89,17,1
89,18,1
89,19,1
90,0,1
90,1,1
90,2,1
90,3,1
90,4,0
90,5,1
90,6,1
90,7,1
90,8,1
90,9,0
90,10,0
90,11,1
90,12,0
90,13,1
90,14,1
90,15,1
90,16,0
90,17,0
90,18,1
90,19,0
91,0,0
91,1,0
91,2,0
91,3,0
91,4,0
91,5,0
91,6,0
91,7,1
91,8,0
91,9,0
91,10,0
91,11,1
91,12,0
91,13,0
91,14,0
91,15,1
91,16,0
91,17,0
91,18,0
91,19,0
92,0,1
92,1,1
92,2,1
92,3,1
92,4,1
92,5,1
92,6,1
92,7,1
92,8,0
92,9,1
92,10,1
92,11,1
92,12,1
92,13,1
92,14,1
92,15,1
92,16,1
92,17,1
92,18,0
92,19,1
93,0,1
93,1,1
93,2,1
93,3,1
93,4,1
93,5,1
93,6,1
93,7,1
93,8,1
93,9,1
93,10,1
93,11,1
93,12,1
93,13,1
93,14,1
93,15,1
93,16,1
93,17,0
93,18,1
93,19,1
94,0,1
94,1,1
94,2,1
94,3,1
94,4,1
94,5,1
94,6,1
94,7,1
94,8,1
94,9,1
94,10,1
94,11,1
94,12,1
94,13,1
94,14,1
94,15,1
94,16,1
94,17,1
94,18,1
94,19,1
95,0,0
95,1,1
95,2,1
95,3,1
95,4,0
95,5,1
95,6,1
95,7,1
95,8,1
95,9,1
95,10,1
95,11,1
95,12,1
95,13,1
95,14,1
95,15,1
95,16,1
95,17,1
95,18,1
95,19,1
96,0,0
96,1,0
96,2,0
96,3,0
96,4,1
96,5,1
96,6,0
96,7,1
96,8,0
96,9,0
96,10,1
96,11,1
96,12,0
96,13,1
96,14,0
96,15,1
96,16,1
96,17,0
96,18,0
96,19,1
97,0,0
97,1,0
97,2,0
97,3,0
97,4,0
97,5,0
97,6,0
97,7,0
97,8,1
97,9,0
97,10,0
97,11,1
97,12,0
97,13,0
97,14,0
97,15,1
97,16,0
97,17,0
97,18,0
97,19,0
98,0,1
98,1,1
98,2,1
98,3,1
98,4,1
98,5,1
98,6,1
98,7,1
98,8,0
98,9,1
98,10,1
98,11,1
98,12,1
98,13,1
98,14,1
98,15,1
98,16,0
98,17,1
98,18,1
98,19,1
99,0,0
99,1,0
99,2,0
99,3,1
99,4,0
99,5,1
99,6,0
99,7,1
99,8,0
99,9,0
99,10,0
99,11,0
99,12,0
99,13,0
99,14,0
99,15,0
99,16,0
99,17,0
99,18,0
99,19,0
100,0,1
100,1,0
100,2,0
100,3,0
100,4,1
100,5,1
100,6,0
100,7,0
100,8,1
100,9,0
100,10,0
100,11,0
100,12,0
100,13,0
100,14,0
100,15,1
100,16,0
100,17,0
100,18,0
100,19,0
101,0,1
101,1,1
101,2,1
101,3,0
101,4,1
101,5,1
101,6,1
101,7,1
101,8,1
101,9,1
101,10,1
101,11,1
101,12,1
101,13,1
101,14,1
101,15,1
101,16,1
101,17,1
101,18,1
101,19,1
102,0,0
102,1,0
102,2,0
102,3,0
102,4,1
102,5,1
102,6,0
102,7,0
102,8,1
102,9,0
102,10,0
102,11,0
102,12,0
102,13,1
102,14,0
102,15,1
102,16,0
102,17,0
102,18,0
102,19,0
103,0,0
103,1,1
103,2,1
103,3,1
103,4,1
103,5,1
103,6,1
103,7,1
103,8,1
103,9,1
103,10,1
103,11,1
103,12,1
103,13,1
103,14,1
103,15,1
103,16,1
103,17,1
103,18,1
103,19,1
104,0,0
104,1,1
104,2,1
104,3,1
104,4,1
104,5,1
104,6,1
104,7,1
104,8,1
104,9,1
104,10,1
104,11,1
104,12,1
104,13,1
104,14,1
104,15,0
104,16,1
104,17,0
104,18,0
104,19,0
105,0,1
105,1,1
105,2,0
105,3,0
105,4,1
105,5,1
105,6,0
105,7,0
105,8,1
105,9,0
105,10,0
105,11,1
105,12,0
105,13,1
105,14,0
105,15,1
105,16,0
105,17,1
105,18,0
105,19,0
106,0,1
106,1,1
106,2,1
106,3,1
106,4,0
106,5,1
106,6,0
106,7,1
106,8,0
106,9,0
106,10,0
106,11,0
106,12,0
106,13,0
106,14,0
106,15,0
106,16,0
106,17,0
106,18,0
106,19,0
107,0,1
107,1,1
107,2,1
107,3,1
107,4,1
107,5,1
107,6,1
107,7,1
107,8,1
107,9,1
107,10,1
107,11,1
107,12,1
107,13,1
107,14,1
107,15,1
107,16,1
107,17,1
107,18,1
107,19,1
108,0,1
108,1,1
108,2,1
108,3,0
108,4,1
108,5,1
108,6,0
108,7,1
108,8,1
108,9,0
108,10,0
108,11,1
108,12,0
108,13,1
108,14,0
108,15,1
108,16,0
108,17,1
108,18,1
108,19,0
109,0,1
109,1,1
109,2,1
109,3,1
109,4,1
109,5,1
109,6,0
109,7,1
109,8,0
109,9,1
109,10,1
109,11,1
109,12,0
109,13,0
109,14,1
109,15,1
109,16,1
109,17,1
109,18,0
109,19,0
110,0,0
110,1,0
110,2,0
110,3,0
110,4,0
110,5,1
110,6,0
110,7,1
110,8,0
110,9,0
110,10,0
110,11,1
110,12,0
110,13,0
110,14,0
110,15,0
110,16,0
110,17,0
110,18,0
110,19,0
111,0,0
111,1,0
111,2,0
111,3,0
111,4,0
111,5,0
111,6,0
111,7,0
111,8,0
111,9,0
111,10,0
111,11,0
111,12,0
111,13,0
111,14,0
111,15,0
111,16,0
111,17,0
111,18,0
111,19,0
112,0,1
112,1,0
112,2,0
112,3,0
112,4,1
112,5,1
112,6,1
112,7,1
112,8,0
112,9,1
112,10,0
112,11,1
112,12,0
112,13,1
112,14,1
112,15,1
112,16,0
112,17,0
112,18,0
112,19,0
113,0,0
113,1,0
113,2,0
113,3,0
113,4,0
113,5,1
113,6,0
113,7,0
113,8,0
113,9,1
113,10,1
113,11,1
113,12,0
113,13,1
113,14,0
113,15,1
113,16,1
113,17,1
113,18,0
113,19,1
114,0,1
114,1,1
114,2,0
114,3,1
114,4,1
114,5,1
114,6,1
114,7,1
114,8,0
114,9,1
114,10,0
114,11,0
114,12,1
114,13,1
114,14,0
114,15,1
114,16,0
114,17,1
114,18,1
114,19,0
115,0,0
115,1,1
115,2,1
115,3,1
115,4,1
115,5,1
115,6,1
115,7,1
115,8,1
115,9,1
115,10,1
115,11,1
115,12,1
115,13,1
115,14,1
115,15,1
115,16,1
115,17,1
115,18,1
115,19,1
116,0,0
116,1,0
116,2,0
116,3,0
116,4,0
116,5,0
116,6,0
116,7,0
116,8,1
